tweet_id;media;checked;case_id;title;headline;url
1291076506467405827;abc_es        ;1;11;Detenido en Elche un hombre que acosaba a mujeres enviándoles pornografía al móvil                                                    ;Una de las víctimas denunció que los ataques no le dejaban hacer vida normal y le causaron un trastorno psicológico                                                                                                                                                                                                                                                                                     ;https://www.abc.es/espana/comunidad-valenciana/abci-detenido-elche-hombre-acosaba-mujeres-enviandoles-pornografia-movil-202008051134_noticia.html
1289935317277925377;abc_es        ;1;12;Detienen a un diputado conservador británico por una presunta violación                                                               ;El político «tory», a quien no se puede identificar por motivos legales, ha sido interrogado por la Policía y se encuentra en libertad bajo fianza                                                                                                                                                                                                                                                    ;https://www.abc.es/internacional/abci-detienen-diputado-conservador-ingles-presunta-violacion-202008021637_noticia.html
1289262049319456770;abc_es        ;1;13;Ghislaine Maxwell participaba en orgías diarias con niñas de 15 años;Este jueves se han hecho públicos los documentos del caso de la madama de Jeffrey Epstein                                                                                                                                                                                                                                                                                                               ;https://www.abc.es/estilo/gente/abci-ghislaine-maxwell-participaba-orgias-diarias-ninas-15-anos-202007311128_noticia.html
1305068704196104193;abc_es        ;1;14;Dos hombres violan por turnos a una chica con retraso mental en Valencia                                                              ;Uno de los agresores se enfrenta a una petición de quince años de cárcel mientras que el otro no ha podido ser localizado para juzgarlo este martes                                                                                                                                                                                                                                                     ;https://www.abc.es/espana/comunidad-valenciana/abci-hombre-violan-turnos-chica-retraso-mental-valencia-202009130917_noticia.html
1304530154438438912;abc_es        ;1;15;La Policía detiene a un profesor de una escuela taurina por presuntos abusos a alumnos de entre 11 y 27 años;También ha sido arrestada una persona que tuvo conocimiento de los hechos pero no los denuncio                                                                                                                                                                                                                                                                                                          ;https://www.abc.es/espana/abci-policia-detiene-profesor-escuela-taurina-presuntos-abusos-alumnos-entre-11-y-27-anos-202009111326_video.html
1305840035409866752;abc_es        ;1;16;Detenido por agresión y abusos sexuales a 13 empleadas de tiendas de ropa a las que atacaba en los probadores;El hombre, de 41 años y nacionalidad venezolana, simulaba estar interesado en un vestido y convencía a las trabajadoras para que se lo probaran, momento en el que cometía sus delitos;https://www.abc.es/espana/madrid/abci-detenido-agresion-y-abusos-sexuales-13-empleadas-tiendas-ropa-atacaba-probadores-202009151131_noticia.html
1304366578256023554;abc_es        ;1;17;La discriminación sexual de las feministas                                                                                            ;¿Cree el vicepresidente segundo del Gobierno que sólo las mujeres llevan coleta?                                                                                                                                                                                                                                                                                                                        ;https://www.abc.es/opinion/abci-ramon-perez-maura-discriminacion-sexual-feministas-202009102254_noticia.html
1304421941110091782;abc_es        ;1;18;Una acusación de abusos sexuales rompe la paz de los Gucci                                                                            ;Alexandra Zarini presenta una demanda contra su padrastro y señala a su madre y a su abuela como sus encubridoras                                                                                                                                                                                                                                                                                       ;https://www.abc.es/estilo/gente/abci-acusacion-abusos-sexuales-rompe-gucci-202009110005_noticia.html
1304917707750617088;abc_es        ;1;19;Un perro policía rescata a una adolescente que estaba siendo violada                                                                  ;Tras cinco angustiosas horas de búsqueda, el perro al final localizó el lugar y los agentes encontraron al presunto atacante «violando a la joven y armado con varios cuchillos»                                                                                                                                                                                                                      ;https://www.abc.es/sociedad/abci-perro-policia-rescata-adolescente-estaba-siendo-violada-202009121305_noticia.html
1305566986936692737;abc_es        ;2;20;Juzgan a un hombre por abusar sexualmente a diario y durante tres años de su hija menor de edad                                       ;La madre denunció al pederasta tras grabar los abusos con una cámara de vídeo que escondió en el domicilio familiar                                                                                                                                                                                                                                                                                     ;https://www.abc.es/espana/comunidad-valenciana/abci-juzgan-hombre-abusar-sexualmente-diario-y-durante-tres-anos-hija-menor-edad-202009141050_noticia.html
1304414391014699008;abc_es        ;1;21;Detienen a un peruano en Castellón acusado de violar a una menor                                                                      ;El prófugo realizó un viaje de más de 10.000 kilómetros para esconderse ante los requerimientos de la Justicia de su país;https://www.abc.es/espana/comunidad-valenciana/abci-detienen-peruano-castellon-acusado-violar-menor-202009110958_noticia.html
1305186982637830144;abc_es        ;1;22;Aumentan en Barcelona los delitos sexuales y los homicidios contra menores                                                            ;Los relacionados con la violencia familiar descendieron ligeramente                                                                                                                                                                                                                                                                                                                                     ;https://www.abc.es/espana/catalunya/barcelona/abci-aumentan-barcelona-delitos-sexuales-y-homicidios-contra-menores-202009131247_noticia.html
1305867718097330176;abc_es        ;1;23;Conmoción en Marruecos por la agresión sexual y posterior asesinato del «pequeño Adnane» de 11 años;Un hombre de 24 años, que trabaja en la enorme zona industrial de la ciudad portuaria de Tánger, fue identificado y arrestado por «homicidio intencional de un menor con agresión al pudor»;https://www.abc.es/internacional/abci-conmocion-marruecos-agresion-sexual-y-posterior-asesinato-pequeno-adnane-11-anos-202009151256_noticia.html
1286189303907852290;abc_es        ;1;24;David Villa, investigado por presunto acoso sexual                                                                                  ;El exfutbolista ha negado las acusaciones vertidas por una extrabajadora del New York City, club en el que militó cuatro temporadas                                                                                                                                                                                                                                                                   ;https://www.abc.es/deportes/futbol/abci-david-villa-investigado-presunto-acoso-sexual-202007230145_noticia.html
1285576512985534465;abc_es        ;1;25;Un hombre afronta 6 años de cárcel por abusar de su nieta menor de edad mientras la cuidaba en Oviedo;La vista oral está señalada a las 10:30 horas de mañana en la Sección Segunda de la Audiencia Provincial de Oviedo;https://www.abc.es/espana/abci-hombre-afronta-6-anos-carcel-abusar-nieta-menor-edad-mientras-cuidaba-oviedo-202007211453_noticia.html
1286347845990219782;abc_es        ;1;26;Crimen de Chella: el jurado declara culpable al acusado de asesinar, violar y profanar el cuerpo de Vanessa Ferrer                  ;El veredicto se verá reflejado en los próximas días en la sentencia que condenará al procesado, para el que la Fiscalía y la familia de la víctima reclaman la prisión permanente revisable                                                                                                                                                                                                           ;https://www.abc.es/espana/comunidad-valenciana/abci-crimen-chella-jurado-declara-culpable-acusado-asesinar-y-violar-vanessa-ferrer-202007231704_noticia.html
1286339040179101696;abc_es        ;1;27;Revelan la existencia de un vídeo de contenido sexual donde aparece el Príncipe Andrés                                                ;Así lo afirma una exempleada de Jeffrey Epstein que colabora con los abogados que representan a las víctimas del magnate                                                                                                                                                                                                                                                                                ;https://www.abc.es/estilo/gente/abci-exempleada-jeffrey-epstein-detalla-supuesto-video-sexual-principe-andres-202007231455_noticia.html
1286998382725259264;abc_es        ;1;28;Violan a una niña de 14 años con coronavirus en un hospital de la India;El agresor, de 19 años, pudo llevar a cabo la violación gracias a la ayuda de otro joven, de 20 años, que presuntamente grabó la agresión sexual mientas vigilaba que nadie entrase en el baño y presenciase el ataque;https://www.abc.es/sociedad/abci-violan-nina-14-anos-coronavirus-hospital-202007251341_noticia.html
1295394962469720071;abc_es        ;1;29;Katy Perry habla por primera vez de las acusaciones de acoso sexual en su contra                                                      ;Fue en 2019 cuando el actor y modelo Josh Kloss, coprotagonista del icónico vídeo del tema «Teenage dream», calificó de «abusivos y denigrantes» aquellos días de trabajo junto a la cantante;https://www.abc.es/estilo/gente/abci-katy-perry-habla-primera-acusaciones-acoso-sexual-contra-202008171217_noticia.html
1295650394463449088;abc_es        ;1;30;El aborto de una niña de diez años violada reaviva la polémica en Brasil                                                              ;Un tío de la menor de 33 años realizaba presuntamente los abusos desde que la niña tenía seis años;https://www.abc.es/sociedad/abci-aborto-nina-diez-anos-violada-reaviva-polemica-brasil-202008181046_noticia.html
1295075353812180993;abc_es        ;1;31;El opaco misterio de NXIVM, el grupo de «superación personal» acusado de tráfico sexual y conspiración                              ;HBO estrena «El juramento», un documental sobre este peligroso grupo que se parece mucho a una secta                                                                                                                                                                                                                                                                                                  ;https://www.abc.es/play/cine/noticias/abci-opaco-misterio-nxivm-grupo-superacion-personal-acusado-trafico-sexual-y-conspiracion-202008160013_noticia.html
1293901368932159488;abc_es        ;1;32;Detenido un hombre por masturbarse frente a un grupo de menores en la playa del Cabanyal de Valencia                                  ;El arrestado, de 49 años, tuvo una «actitud evasiva» ante los agentes de Policía;https://www.abc.es/espana/comunidad-valenciana/abci-detenido-hombre-masturbarse-frente-grupo-menores-playa-cabanyal-valencia-202008131337_noticia.html
1295660459606114306;abc_es        ;1;33;La actriz Rose McGowan acusa al cineasta Alexander Payne de abusar de ella cuando tenía 15 años;La intérprete de «Embrujadas», una de las voces con más eco en el movimiento #MeToo contra el abuso sexual, dijo que espera de Payne que reconozca lo sucedido y «una disculpa»                                                                                                                                                                                                                       ;https://www.abc.es/play/cine/noticias/abci-actriz-rose-mcgowan-acusa-cineasta-alexander-payne-abusar-ella-cuando-tenia-15-anos-202008181015_noticia.html
1294343031504723969;abc_es        ;1;34;Confirman 23 años de cárcel a un hombre por violar a una joven que raptó en Benidorm;El agresor se llevó a la víctima en coche hasta Xirles (Alicante) bajo la amenaza de rajarle con una navaja                                                                                                                                                                                                                                                                                             ;https://www.abc.es/espana/comunidad-valenciana/abci-confirman-23-anos-carcel-hombre-violar-joven-rapto-benidorm-202008141949_noticia.html
1296147420078919681;abc_es        ;1;35;Isabel San Sebastián recuerda a Ramón Espinar el acoso que ella sufrió en Telemadrid: «Tú incitabas»                                  ;Ambos han coincidido en el plató de «El programa del verano», el matinal de Telecinco, para hablar sobre la actualidad informativa                                                                                                                                                                                                                                                                    ;https://www.abc.es/play/television/noticias/abci-isabel-san-sebastian-recuerda-ramon-espinar-acoso-ella-sufrio-telemadrid-incitabas-202008191606_noticia.html
1296170069828001792;abc_es        ;1;36;Detenida en Sevilla una pareja por abusar y maltratar de una hija de 15 años;La víctima asegura que su padrastro le realizaba tocamientos y que al pedir ayuda a su madre, ésta no le creyó                                                                                                                                                                                                                                                                                        ;https://sevilla.abc.es/sevilla/sevi-detenida-sevilla-pareja-abusar-y-maltratar-hija-15-anos-202008181232_noticia.html
1298672808407572480;abc_es        ;1;37;Detenido un joven que presuntamente abusó de una menor tras haber entrado en su habitación a escondidas                               ;El suceso tuvo lugar días atrás en la casa familiar en la que reside la adolescente, ubicada en el municipio mallorquín de Binissalem                                                                                                                                                                                                                                                                 ;https://www.abc.es/espana/abci-detenido-joven-presuntamente-abuso-menor-tras-haber-entrado-habitacion-escondidas-202008261906_noticia.html
1301156676972797953;abc_es        ;1;38;Una mujer se enfrenta a diez años de cárcel tras ser acusada de abusar de un menor amigo de su hija                                   ;«Es una confabulación», ha dicho en el juicio. La Fiscalía sostiene que aprovechó la situación para satisfacerse sexualmente                                                                                                                                                                                                                                                                          ;https://www.abc.es/sociedad/abci-mujer-enfrenta-diez-anos-carcel-tras-acusada-abusar-menor-amigo-hija-202009021432_noticia.html
1297516439515983872;abc_es        ;1;39;La pedofilia acosa en Bolivia a Evo Morales y a su candidato presidencial                                                             ;La denuncia del Gobierno interino contra elexpresidente por los presuntos delitos de estupro, abuso sexual, trata y tráfico marcarán la campaña de las elecciones del 18 de octubre;https://www.abc.es/internacional/abci-pedofilia-acosa-bolivia-morales-y-candidato-presidencial-202008230141_noticia.html
1296724973839626240;abc_es        ;1;40;La presunta violación de 30 hombres a una menor escandaliza a Israel;El primer ministro israelí, Benjamín Netanyahu, ha calificado el suceso de «crimen de lesa humanidad»                                                                                                                                                                                                                                                                                                 ;https://www.abc.es/internacional/abci-presunta-violacion-30-hombres-menor-escandaliza-israel-202008210954_noticia.html
1297604521720532995;abc_es        ;1;41;Detenidos dos hombres tras masturbarse delante de menores en Valencia                                                                 ;Los acusados de exhibicionismo son de origen italiano y polaco y ambos tienen antecedentes policiales                                                                                                                                                                                                                                                                                                   ;https://www.abc.es/espana/comunidad-valenciana/abci-detenidos-hombres-tras-masturbarse-delante-menores-valencia-202008231214_noticia.html
1299083012026572832;abc_es        ;1;42;Detenido por engañar a una mujer en una entrevista de trabajo para abusar de ella en Málaga                                           ;Con la excusa de enseñarle técnicas de masaje, le pidió a la víctima que se quitarse la ropa y una vez tumbada se propasó                                                                                                                                                                                                                                                                             ;https://www.abc.es/sociedad/abci-detenido-enganar-mujer-entrevista-trabajo-para-abusar-ella-malaga-202008272137_noticia.html
1298495389818146817;abc_es        ;1;43;Detenido por grabar con una cámara oculta las partes íntimas de mujeres en la Puerta del Sol                                          ;La Policía Municipal ha arrestado a un hombre de 35 años por un delito contra la intimidad;https://www.abc.es/espana/madrid/abci-detenido-grabar-camara-oculta-partes-intimas-mujeres-puerta-202008251140_noticia.html
1297166635674066951;abc_es        ;1;44;Cinco detenidos acusados de agredir a un taxista para robarle y violar a la pasajera en Almería                                       ;La investigación se inició en diciembre de 2019 después de que las víctimas denunciasen los hechos;https://www.abc.es/espana/abci-cinco-detenidos-acusados-agredir-taxista-para-robarle-y-violar-pasajera-almeria-202008211015_noticia.html
1297496306546597890;abc_es        ;1;45;Dos turistas italianos, detenidos por drogar y abusar sexualmente de dos chicas                                                     ;La analítica reveló que ambas habían consumido de manera involuntaria un fármaco que contenía benzodiazepinas, que provoca efectos sedantes, amnésicos y relajantes                                                                                                                                                                                                                                   ;https://www.abc.es/espana/catalunya/barcelona/abci-turistas-italianos-detenidos-drogar-y-abusar-sexualmente-chicas-202008231252_noticia.html
1297982007851573249;abc_es        ;1;46;Detenido un hombre semidesnudo por golpear con su miembro viril a una mujer en una cafetería de Palma                                 ;La Policía atribuye al sospechoso, de nacionalidad española y 37 años de edad, los delitos de exhibicionismo, lesiones y atentado contra agentes de la autoridad;https://www.abc.es/sociedad/abci-detenido-hombre-semidesnudo-golpear-miembro-viril-mujer-cafeteria-palma-202008241348_noticia.html
1298701750262800384;abc_es        ;1;47;Dos detenidas por amenazar con difundir un vídeo sexual a un hombre a cambio de dinero y compras                                      ;Las dos mujeres extorsionaron a la víctima pidiéndoles incluso que les pagara deudas de alquiler, electrodomésticos o billetes de avión                                                                                                                                                                                                                                                               ;https://www.abc.es/espana/madrid/abci-detenidas-amenazar-difundir-video-sexual-hombre-cambio-dinero-y-compras-202008261251_noticia.html
1300511172505088000;abc_es        ;1;48;Detenido un joven por abusar de una menor en un parque de Palma                                                                       ;La Policía Nacional ha arrestado a tres personas más en el marco del mismo suceso, por agredir a los familiares y amigos que acudieron a socorrer a la adolescente                                                                                                                                                                                                                                    ;https://www.abc.es/espana/abci-detenido-joven-abusar-menor-parque-palma-202008311427_noticia.html
1301565623118557184;abc_es        ;1;49;Ordenan el alejamiento de un hombre acusado de masturbarse ante su hijastra en Murcia                                                 ;La pequeña, de 11 años, se lo contó llorando a su madre, quien denunció los hechos. El autor tiene 66 años;https://www.abc.es/sociedad/abci-ordenan-alejamiento-hombre-acusado-masturbarse-ante-hijastra-murcia-202009031000_noticia.html
1298974801135128576;abc_es        ;1;50;El exconsejero catalán Alfred Bosch (ERC) conocía y calló ante capítulos de acoso sexual en su departamento                           ;Según una investigación interna de la Generalitat, el consejero estaban al tanto de la situación, que acabó con su dimisión                                                                                                                                                                                                                                                                           ;https://www.abc.es/espana/catalunya/politica/abci-exconsejero-catalan-alfred-bosch-conocia-y-callo-ante-capitulos-acoso-sexual-departamento-202008271243_noticia.html
1296490932943151104;abc_es        ;1;51;Detienen en Burgos a un varón de 32 años por agredir física y sexualmente a su pareja;La víctima alertó a la Policía tras solicitar auxilio a una viandante porque su pareja había roto su teléfono                                                                                                                                                                                                                                                                                           ;https://www.abc.es/espana/castilla-leon/abci-detienen-burgos-varon-32-anos-agredir-fisica-y-sexualmente-pareja-202008201837_noticia.html
1303005107701846021;abc_es        ;1;52;A la cárcel por violar a una prostituta y dejarla malherida en un descampado en Zaragoza                                              ;La víctima, que tuvo que ser operada, asegura que fue agredida porque no accedió a las prácticas sexuales que él pretendía                                                                                                                                                                                                                                                                            ;https://www.abc.es/espana/aragon/abci-carcel-violar-prostituta-y-dejarla-malherida-descampado-zaragoza-202009071547_noticia.html
1302672915301834754;abc_es        ;1;53;La Fiscalía pide catorce años de cárcel para un hombre por violar a su hermano discapacitado físico y psíquico                        ;El procesado aprovechó la ausencia de la madre para «obligar a la víctima a entrar en el baño y forzarlo sexualmente»                                                                                                                                                                                                                                                                                   ;https://www.abc.es/espana/comunidad-valenciana/abci-fiscalia-pide-catorce-anos-carcel-para-hombre-violar-hermano-discapacitado-fisico-y-psiquico-202009060913_noticia.html
1302295428046688256;abc_es        ;1;54;Acusan a un anciano de abusar de una niña por registrarla para ver si llevaba petardos                                                ;Los hechos tuvieron lugar en 2018, cuando la menor tenía 12 años;https://www.abc.es/espana/murcia/abci-acusan-anciano-abusar-nina-registrarla-para-si-llevaba-petardos-202009051037_noticia.html
1302188473089249280;abc_es        ;1;55;La Manada de la Alameda: La violación en grupo a manos de unos niños «pijos» franceses                                                ;ABC reconstruye lo ocurrido en un alojamiento turístico de lujo donde cuatro jóvenes violaron presuntamente a dos adolescentes y las grabaron                                                                                                                                                                                                                                                           ;https://sevilla.abc.es/sevilla/sevi-manada-alameda-violacion-grupo-manos-unos-ninos-pijos-franceses-202009050808_noticia.html
1303568821220003840;abc_es        ;1;56;Sentencia histórica en Italia: «mandar una foto pornográfica a menores es violencia sexual»                                           ;"Según el Tribunal Supremo ese delito se debe castigar con la cárcel; los jueces rechazan el recurso de un joven de 32 años, cuya defensa argumentó que «no hubo acto sexual»";https://www.abc.es/sociedad/abci-sentencia-historica-italia-mandar-foto-pornografica-menores-violencia-sexual-202009082107_noticia.html
1302302981182939137;abc_es        ;1;57;Abusó sexualmente de su hija desde los nueve a los 16 años cuando la madre se iba a trabajar en Alicante;La víctima sufre secuelas psicológicas y la Fiscalía pide 12 años de prisión para su padre;https://www.abc.es/espana/comunidad-valenciana/abci-abuso-sexualmente-hija-desde-nueve-16-anos-cuando-madre-trabajar-202009051141_noticia.html
1302190991865241600;abc_es        ;1;58;Investigan en Vitoria una posible violación a una joven de 17 años en la que hay implicados siete menores;Dos de ellos ya no están en el expediente abierto porque no han alcanzado los 14 años;https://www.abc.es/espana/pais-vasco/abci-investiga-vitoria-posible-violacion-joven-17-anos-implicados-siete-menores-202009051059_noticia.html
1291854128893894661;abc_es        ;1;59;La hermana de Mariah Carey denuncia a su madre por abusos sexuales durante ritos satánicos                                            ;En toda familia hay una oveja negra, y en la de la cantante es su hermana                                                                                                                                                                                                                                                                                                                             ;https://www.abc.es/estilo/gente/abci-hermana-mariah-carey-denuncia-madre-abusos-sexuales-durante-ritos-satanicos-202008071310_noticia.html
1292539897681719302;abc_es        ;1;60;Condenado por abusar de una menor a la salida de un pub tras haberla invitado a copas y chupitos en Almería                           ;Una vez que la adolescente quedó incosciente, engañó a sus amigos y se ocultó en una galería comercial donde la agredió                                                                                                                                                                                                                                                                               ;https://www.abc.es/sociedad/abci-condenado-abusar-menor-salida-tras-haberla-invitado-copas-y-chupitos-almeria-202008091302_noticia.html
1292928710019026945;abc_es        ;1;61;Detenido por robar un monedero en una cita y exigir sexo para devolverlo                                                              ;Cuando la víctima rechazó sus pretensiones, la amenazó con una navaja                                                                                                                                                                                                                                                                                                                                 ;https://www.abc.es/espana/catalunya/abci-detenido-robar-monedero-cita-y-exigir-sexo-para-devolverlo-202008101338_noticia.html
1292450559082078208;abc_es        ;1;62;Un acusado de violar a su novia, excarcelado por el coronavirus, se venga y la asesina a tiros en Virginia                          ;Se dio a la fuga y cuando la Policía le tenía acorralado, tras estrellarse, se disparó. Está en estado crítico                                                                                                                                                                                                                                                                                        ;https://www.abc.es/sociedad/abci-acusado-violar-novia-excarcelado-coronavirus-venga-y-asesina-tiros-virginia-202008091408_noticia.html
1272962146633224192;A3Noticias;1;63;Simone Biles y otras 140 víctimas demandan al Comité Olímpico de EE.UU. por los abusos sexuales de Larry Nassar;"La gimnasta Simone Biles se presenta por primera vez como demandante tras los abusos del médico Larry Nassar para que ""se conozco la verdad de lo que el USOPC sabía sobre al abuso sexual"".                                                                                                                                                                                                        ";https://www.antena3.com/noticias/deportes/simone-biles-otras-140-victimas-demandan-comite-olimpico-eeuu-abusos-sexuales-larry-nassar_202006165ee90587b27bce00019d43a9.html
1270750321439096832;A3Noticias;1;64;Liberan a 7 hombres obligados a prostituirse, uno de ellos menor de edad, en Cádiz;La Guardia Civil ha liberado a 7 varones, uno de ellos menor de edad, que se encontraban hacinados en un piso de Cádiz. Han sido detenidos 3 varones que explotaban sexualmente a las víctimas.;https://www.antena3.com/programas/espejo-publico/liberan-a-7-hombres-obligados-a-prostituirse-uno-de-ellos-menor-en-cadiz_202006105ee0c2b0f8f8bb000168416a.html
1271821124872126464;A3Noticias;1;64;"El sobrecogedor relato de uno de los futbolistas explotados sexualmente en Cádiz: ""Estábamos amenazados""                          ";"El futbolista ha contado en exclusiva a Antena 3 Deportes su terrorífica experiencia después de ser explotado sexualmente y liberado por la Guardia Civil: ""Mendigábamos en restaurantes"".";https://www.antena3.com/noticias/deportes/futbol/el-sobrecogedor-relato-de-uno-de-los-futbolistas-explotados-sexualmente-en-cadiz-estabamos-amenazados_202006135ee4dfbe65a80900018286be.html
1272592206638075905;A3Noticias;0;66;Una menor, en estado crítico después de que su supuesto violador le prendiera fuego                                                 ;La menor se encuentra en estado grave después de que un hombre la intentara quemar viva. La chica le denunció días antes por violación.                                                                                                                                                                                                                                                                 ;https://www.antena3.com/noticias/mundo/menor-estado-critico-despues-que-supuesto-violador-prendiera-fuego_202006155ee79f271a23fe0001b4d2c5.html
1272547159913705472;A3Noticias;1;67;"Lonnie Walker IV, jugador de los Spurs, confiesa que fue violado de niño: ""Mi pelo era lo único que podía controlar""              ";Lonnie Walker IV juega en la NBA, pero su camino hasta la élite del baloncesto esconde una historia terrible durante su infancia. El jugador de los Spurs se ha sincerado y ha explicado el significado de sus rastas, un vehículo que le sirvió para canalizar su trauma.                                                                                                                            ;https://www.antena3.com/noticias/deportes/baloncesto/lonnie-walker-jugador-spurs-confiesa-que-fue-violado-cuando-era-nino-pelo-era-unico-que-podia-controlar-daba-confianza_202006155ee76af51a23fe0001b485ae.html
1272511926862598144;A3Noticias;1;68;Joaquín Benítez, autor confeso de abuso a menores en el caso Maristas, seguirá en libertad provisional                              ;La acusación pedía la entrada a prisión del exprofesor de los Maristas tras confesar el abuso a dos menores.                                                                                                                                                                                                                                                                                            ;https://www.antena3.com/noticias/sociedad/joaquin-benitez-autor-confeso-de-abuso-en-el-caso-maristas-seguira-en-libertad-hasta-que-la-sentencia-no-sea-firme_202006155ee7631aa58c2600016ef8f0.html
1274390306662858753;A3Noticias;1;69;Nueva pista en el caso de Madeleine McCann: hallan bañadores de niña en la caravana del principal sospechoso                          ;La policía alemana habría encontrado en la caravana del principal sospechoso de la desaparición de Madeleine McCann varios bañadores de niñas y gran cantidad de contenido pedófilo.                                                                                                                                                                                                                    ;https://www.antena3.com/noticias/mundo/nueva-clave-caso-madeleine-mccann-hallan-banadores-nina-caravana-principal-sospechoso_202006175eea7ab71a23fe0001b8a417.html
1275138988672782336;A3Noticias;1;70;Cole Sprouse ('Riverdale') rompe su silencio tras ser acusado de agresión sexual junto a otros compañeros de la serie                 ;Cole Sprouse ha sido acusado de agresión sexual junto a otros compañeros de 'Riverdale' a través de una cuenta anónima, unos mensajes que parece ser son falsas. El actor que interpreta a Jughead ha roto su silencio con un sincero mensaje que puedes ver en el vídeo.                                                                                                                             ;https://www.antena3.com/objetivotv/actualidad/internacional/cole-sprouse-riverdale-rompe-silencio-ser-acusado-agresion-sexual-junto-otros-companeros-serie_202006225ef0b4b29db8b50001cbda48.html
